Sentence,encode_tags
gáy sớm để làm gì cơ chứ haiz,5
vậy bỏ tiền mua cái máy_tính đó để chi ta,6
đẻ_sao mà cu con đẹp quá vậy trời,2
có bao_giờ con sóng không xô vào bờ đâu em,4
húp trọn sàn nhà,2
nguy_hiểm lắm,3
nhanh ghê mới_đó đã <NUM> năm rồi,5
thế_mà cô yến bị phạt có <NUM> triệu vậy,1
đó là động_lực chứ không phải để đem ra so_sánh,4
hòi nhỏ nhà ngoại bị rượt muốn chết sợ tới giờ,3
à thì ra là như vậy,2
muốn hun muốn ngắt muốn nhéo muốn tán vào cái mặt nó ghê yêu vãi,2
con mèo đúng là cái đồ đáng ghét,1
giờ tao mới nhớ tao đã từng,2
chị rep khách_hàng thế ấy hả bị bóc phốt rồi,5
tao mà nhậu xong đi cái đường này xác_định,4
cũng tên quỳnh nhưng <NUM> số_phận thật khác nhau chỉ mong được <NUM> góc nhỏ xiu xíu của b,5
quan_trọng là họ quảng_cáo nói có đúng không hay_là được ít năm hỏng thì mệt,4
cũng may tao là một con đàn_ông,2
các anh_chị hãy nói với em đó chỉ là diễn_xuất mà thôi và tình_yêu như_vậy chỉ có trong tiểu_thuyết mà thôi,2
đó là đối_với mấy đứa hay ảo_tưởng mới nghĩ vậy thôi,1
khi theo_đuổi sự ưu_tú sự thành_công sẽ theo_đuổi bạn,4
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe_máy à,6
cái gì cũng có <NUM> mặt của nó làm_việc phải nghe bằng <NUM> tai,4
vại mà có nhiều người quan_niệm quá sai_lầm về việc có bạn là con_trai,4
làm_sao bằng chạy xe_ôm với bán chổi được nên đừng nói_chuyện đến lương,4
như đi hiến máu chẳng_hạn <NUM> suýt thì được gặp,5
lại nhặng lên à cảm_thấy trong_sạch thì cần gì nhặng lên thế,1
vui_chơi không an_toàn gì cả,1
rất ghét phim ấn nhưng phải nói phim này hay,2
haiz nuôi được nuôi không thì_thôi chứ nuôi mà để vậy coi được haiz,5
nó quan_tâm mày vì nó muốn mua_chuộc mày để tán con bạn thân của mày,1
eo_ôi làm nhớ hồi nhỏ đi học mẫu_giáo quá,5
vậy tại nhiều nơi đổ về nên đông lại càng đông biết lối tắt thì còn đỡ chứ không thì mệt lắm,4
sợ ghê bây,3
đây chính là lý_do tao giảm cân toàn thất_bại,5
tao đi quài vẫn chưa gặp nhỉ,4
rốt_cuộc thằng bé này ở đâu xuất_hiện mà có ảnh chế nhiều vậy,1
đáng yêu quá mức,2
cô ngu như lợn,1
rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi chủ_yếu đối_với sai chỉ là một pha sử lý cồng kền,1
chỉ <NUM> vãi nhỏ th mà niềm vui quá lớn <NUM>,2
cũng may là hết thời đi học rồi không lại từ con nhà người_ta nó lại được nhắc liên_tục trog bữa ăn_hàng ngày,2
chứ sao nữa làm gì có chuyện người_ta đỗ đúng mà_lại gây tắc đường chỉ có những người mắt hay bị ngứa cho rằng sẽ gây tắc đường thôi ạ,1
còn các bạn đặt bánh của mình toàn gửi cho người_yêu chắc câu_chuyện này còn buồn hơn,5
tin_vui cho bà_con nông_dân chuân bi vào ngày gặt lúa sắp tới,2
em hết ngáo rồi nha,2
mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm bố mình biết mình sợ vậy nên mọi chiện giải_quyết sau khi ăn cơm xong,5
khuôn_mặt đáng thương,5
cái loại lười lao_động vì những người hay lao_động tay_chân thì họ không bao_giờ nuôi được móng tay cả,1
mày có bao_giờ đi à tao cũng đéo,4
chụp rồi có mua giúp ông không,4
cái gì nó cũng phải thực_tế,4
đang trong lớp mà ứa nước_mắt,5
lái tàu quá kém không dừng khẩn_cấp để va_chạm thế_mà vẫn cố_tình chạy khổ_thân chiếc xe ôtô,1
kha ́ thông_minh,2
nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu,1
a cứ đưa hết lương đây cho em em sẽ cho anh tiền rửa bát,2
ám_ảnh vãi hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng thấy hay ra nhìn thử đụ mẹ xong nó dí tao với chị tao về gần nhà,3
cắt tóc đi còn đen hơn,4
chụy hiền quá mòa sao chọc chị điên_vậy đụ má tụi bây,0
mẹ chưa hnao đi làm về sợ vãi như hôm_nay chớp cứ nhằng_nhằng <NUM> bên đường với trước mặt kinh vãi,1
thân_hình của con_người nhưng đầu_óc là con cặc nên đéo biết nói gì thành_phần này,1
nghe được đó ảnh_hưởng tới môi_trường là phải cấm,4
không lau sạch về bà chủ mắng thì sao nhiều người họ kinh lắm trước mẹ minh đi làm cho nhà <NUM> tầng họ chỉ ở <NUM> tầng còn <NUM> tầng bỏ không mà ngày nào cũng phải lau hết,5
cô ấy bảo đời như lol,1
cảm_ơn mày đã khai_phá cho tao thêm một nét văn_hoá đẹp,2
best gái ngành hôm_nay đắt hàng,2
đã gặp được em đúng lúc nhưng lại không phải thời_điểm em muốn,5
thằng khốn_nạn,0
cám_ơn mấy chế nhiều nhiều nhé,2
ăn_ở như nào mà tới bị con ngáo nó lùa,1
chúng_nó xạo lol vậy thôi chứ lên đại_học chúng_nó dập nhau như gà đấy là tao nghe bọn nó nói thế chứ có_học đại_học đéo đâu mà biết,1
nhớ quá trời nhớ luôn nè,4
hãy cứ vững_tâm tập điều_độ rồi sẽ có thôi,2
nửa_đêm rồi đứng hò_hét vậy_mà không bị chửi là sao ta,1
hỏng cả một thế_hệ,1
<NUM> nỗ_lực lớn thay_đổi valentine sang năm tao mắc võng,4
thôi chết haha,2
tìm ông bán xoài này ngay cho em,2
cưng quá,2
em nó phượt theo gái cả đêm,4
đéo liên_quan nhưng đéo mày bữa_nay tao đéo đi ỉa vì con củ lol này,0
nhìn ghiền,2
đi đường ghét nhất bọn loi_choi kiểu này gặp ngay bác vô_lăng cứng tỳ cho phát thế_là nhớ_đời thằng loi_choi,1
tuổi_thơ tao gặp toàn trai bánh bều mít_ướt toàn là tao galang dỗ_dành ôi cái cuộc_đời này,5
mấy thanh_niên đi xong về có yêu nhau không nhỉ,4
nhớ lần nấu cơm thần_thánh này không chỉ là mải nghịch nước thôi mà,2
mình sống không đủ tốt hay sao mà vẫn chưa gặp được anh người_yêu tốt như này,5
đúng là càng ngày_càng chán cứ theo luật mà làm thì chán cực_kỳ luôn,5
<NUM> năm thì có vẻ hơi sớm tao chỉ ước sau_này có người thích được phiêu du như gia_đình người_ta thôi,4
liệu có bền lâu,4
tại vì anh trót nói lời thương em mà em không đáp lại,5
thì đúng là sẽ không buồn vì thất_tình nữa,5
ở quê ve_sầu kêu chưa chúng_mày,4
một sinh_vật xinh_đẹp và hiền_lành tiếc cho nó quá,5
đi học về thấy bán_hoa đây đường mà cảm thấy tội cho bọn có gấu lại tốn tiền,5
súc_vật đụ mẹ,0
thử cảm_giác mạnh,4
chửi thì chửi mà cái giọng của anh dọn phòng nghe trổi tai thật,0
cụ bà đẹp_lão quá cậu,2
có quẹo vào không em,4
sao nó tìm được nhỉ,6
đúng mất vài giay để nói lời yêu_thương nhưng phải mất cả đời_mới chứng_minh được cháu rất ngưỡng_mộ ông_bà,2
nó mà nhập_viện thì xong_đời tao n,2
xem qua là biết diễn sâu rồi bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,1
cái cây gia_công sản_xuất kém chất_lượng quá,1
chỉ một lần thôi,4
nhanh lẹ hiệu_quả cao,2
đây là cảnh dọn_dẹp trong bar hay trong hotel_vậy,4
huhu nhất là mấy bài không cho chất thử á,5
trai xinh gái đẹp thời đó nhìn cái xe là biết giáo_dục có điều_kiện rồi,4
mình nghĩ sẽ không bao_giờ là một thương_hiệu quốc_gia là khát_vọng về cà_phê vn nữa,5
<NUM> cái mồm phải nhét vào não <NUM> đứa gần như_thiểu_năng cũng đủ chết rồi nếu tôi là cô ấy tôi tát cho không trượt phát nào,0
đến gần đoạn cuối tao_tắt âm xong vào xem bình_luận rồi mới tua xem_lại để minvolum iq + vô_cực chuẩn mẹ rồi,2
thanh_niên này cục_súc vãi,1
thấy gớm,1
đụ mẹ cứ chê đi đến lúc bố vậy thì lại mất_công trầm_trồ,1
ăn cút mẹ mày ra chỗ khác ăn nhé,0
sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,2
nhìn hình chế là tao vui lắm,2
cái mặt thấy ghét,1
bao_giờ mày mới được nv nhỉ,4
em xin_lỗi anh,5
con này còn hại hơn cả ốc_bươu_vàng cấm nhanh còn kịp để nó ra ngoài thì chỉ có người nông_dân thiệt thôi,3
thú_vui đặc_biệt vãi vậy,2
tao biết là có ý tốt gởi thông_điệp ý_nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp,3
tao ghét cả họ nhà nó,1
huhu nó bị điên à,4
phải công_nhận nước_ngoài cái gì cũng to,4
sư phụ giả_vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp_mặt luôn,5
một lũ óc không bằng chó,1
<NUM> năm nữa tao phải đẻ được <NUM> đứa,2
lật kèo luôn à,6
thanh_niên quá cứng,4
lùn lùn làm_sao sống qua nổi những chuyến đi phiêu_lưu như_vậy,5
chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y,5
có lúc ngồi một_mình mà cảm thấy lạc_lõng lắm các cậu ak,5
phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông_bà đấy ăn xem mấy ông_bà đấy thế_nào,0
mùa hè không nóng đây rồi,2
lũ này chặt tay bọn nó cho khỏi trộm_cắp,0
bắt trước chuyện tềnh trong thang_máy cơ_mà cái này kết có_hậu,4
vl người_ngoài hành_tinh biết nói tiếng anh bọn mày lú hết rồi à cái quần què gì cũng tin được,1
má nó thú dị thôi rồi,2
crush bị_thịt hay không không quan_trọng tao chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi nghĩ mà buồn,5
mấy đứa bị bón thích cái này,4
thằng lol nào trong miệng thế,0
đau hơn chia_tay người_yêu nữa,5
tôi đã đúng khi đọc bình_luận thay_vì đọc bài,2
hóng kỉ_lục để lông mũi dài tới bụng,4
đánh_rơi liêm_sỉ trong <NUM> nốt_nhạc,1
chuẩn dm mang_tiếng được trung_ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay làm vất_vả tiền chả thấy đâu,1
nước_ngoài cái gì cũng to kể_cả sinh_vật,6
ôi tao đã tìm được người cùng hành_tinh,6
câu nói quá chuẩn và ý_nghĩa,2
cảm_ơn đoi tình_nguyện viên nhớ có các bạn mà người dân bớt vất_vả hơn,2
từ cái thời mới bắt về bé tí suốt ngày bị lũ gà mái bắt_nạt run_rẩy trong góc mình thấy tội_nghiệp nên săn_sóc từng tí <NUM> lại bảo_kê cho nó khỏi lũ gà thế_mà đụ mẹ lúc lớn lúc đéo nào cũng kêu như giết heo đuổi đánh lũ gà chạy tán_loạn đè chết cả mấy con gà đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi vừa dí vừa mổ hồi đấy nuôi ngỗng mơ cũg thấy ác_mộng bị nó đuổi mổ tóm lại vừa vô_ơn vừa đéo dễ_thương tí nào cả,1
lụm điều cho ba_má <NUM> ngàn <NUM> ngày bỏ heo đất thằng hàng_xóm vô trộm mất khóc_lóc mấy ngày,5
cỡ nào anh cũng có_thể chịu_đựng được vì anh yêu em,2
người_ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi pha xử_lý rất cao tay,2
những việc này mang lên đây chả giải_quyết được gì cả,5
đến ngày_sinh_nhật mà còn không nhớ thì còn nói gì nũa,5
<NUM> mà cụ ông đẹp_trai phong_độ ăn_mặc thời_trang quá,2
của thằng kia_mà,4
chắc tại từ nhỏ tới lớn mình ` man ` quá nên không gặp được gã nào ga_lăng dư này,5
bảo thẳng luôn dân việt_nam nghèo còn bày_đặt không biết quý đồ ăn là gì nói thì lại tự_ái quay ra đôi_co,1
douma đứng trong nhà cũng không yên cái thân,0
hổng gặp cái buồn luôn,5
thế nên bán hàng có tâm là đừng bao_giờ nài_nỉ khách mua thêm vì biết đâu bạn vô_tình làm cho nỗi đau của họ trở_nên tồi_tệ hơn,5
tao nhớ không nhầm hôm_nay nó đến tháng vậy là sẽ không bị đâu nhỉ,2
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa_rồi,4
em ơi tính ra nhớ đợt mình đi dạo trên cầu mấy ông đó vứt xuống sông ít_ra còn có não hơn mấy đứa vụ này,1
nhìn hói mà thấy thương gê,5
ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá_chừng lúc sau tức nước vở bờ,4
nhất_định chị_em mê_tín mình p đi xem phim này rồi,2
đoạn phim này tốn khá nhiều nước_mắt của người xem,5
tao tưởng móc được mớ vụn ra là hết rồi ai_ngờ còn <NUM> cục đựu má chà_bá,6
liệu nó có bay nổi hay không,4
mẹ mày đã đánh mày tan xác chưa phải tao thì mẹ tao cho nhừ_tử luôn rồi,0
tao mong nó té quá chời vậy,2
dẫu hiên_ngang giữa đất trời gặp con vợ đểu thì đời cũng xong,1
thành_phố không nói chứ chỉ 9x trở về mới biết nấu thoi,4
khi bạn bất_cần vãi đời làm_việc xấu mà cảm_thấy thanh_thản vãi,2
tao kìm_nén lâu qá rồi mà tức nước vỡ bờ thôi,5
tự_nhiên nhớ đến hồi bé đi kiểu nào cũng bị ngỗng rượt chạy té sấp_mặt luôn nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh,3
mày cút,0
phim này rất hay,2
đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn,5
may quá tao không xài huawei không,2
ông này có võ thiệt,6
yeah tao giờ đã là khách quen quán trà sữa đó rồi về nhà cũng phải ráng tạt qua,2
ai mà chả sợ rắn chơi ngu như chó vợ nhỉ,1
sớm chút nữa có_lẽ đã khác rồi đúng không,4
đúng là nhân_tài luôn ở khắp mọi nơi không,2
bà của tôi đã không còn khi tôi còn chưa biết g là gì,5
công_trình <NUM> năm_tuổi xây_dựng <NUM> năm mới hoàn_thành chỉ còn là đống cháy sắt vụn,5
tao thấy có <NUM> thằng dân_trí thấp trong đám bình_luận này rồi đấy,1
bỏ thế lồn nào được,5
đây là đồ của hỏi nua không,4
trông em bé yêu vãi,2
khó có_thể giải_thích,4
dù có nói thích mày thì cũng đừng có tin xã_hội giờ nguy_hiểm lắm,3
chắc sổ_đỏ có cả vỉa_hè và đường,4
ơ tao chỉ quan_tâm sao mày lại mặc quần màu hường hình cô gái thôi,4
sang năm nữa vác giường ra mà nhìn,4
câu_chuyện lấy đi nước_mắt của tao,5
không ngon thế đâu không_khéo nó lại ỉa cứt toe_toét vào mặt í,1
chờ mãi mà không thấy cứ thấy trống_vắng vãi,5
tao thấy nó cười hoài mà không bao_giờ nó cười với tao cả,5
tôn lợp nhà mà đẹo zai thế đấy lại toàn <NUM> múi nữa chứ,2
thời thanh_xuân tôi từng yêu_quý nét hiền_thục của chị hiền mai và đúng như cái tên hiền mai của chị tên và tâm_tính đều đẹp hiếu_thảo khó ai bằng em xin chúc bác có thêm nhiều sức_khoẻ để chị có được nhg tháng_ngày hạnh_phúc ấm_áp bên mẹ ạ,2
cái này gọi là ấu_trĩ phải không,1
phải tao tao vứt luôn xe,5
tưởng mai đi họp phụ_huynh mới bị u_ám ai_ngờ hôm_nay mới biết điểm anh <NUM> <NUM> thôi đã u_ám rồi,5
ui đáng yêu gheê,2
sắp được cống_hiến cho tổ_quốc rồi vui quá,2
cạn_lời mình ngủ để khỏi nhìn,1
loài dê phải gọi ông này bằng_cụ,4
cho em hỏi phim ra tập mới vào những hôm nào ạ,4
đkm mấy thằng mặt cặc gặp bà thì bà lại đá cho thọt con_mẹ nó dái lên cổ xem chúng_mày có cười mà khoe chiến_tích được không đm lũ chó chết không riềng,0
nghe tên vietcombank là bao_nhiêu quá_khứ bực_mình ùa về,0
mạnh vỗ_tay,2
thu_thập mọi thông_tin về đối_tượng luôn đặt trái_tim vào trạng_thái chiến_đấu,4
<NUM> thế_kỷ mới xây được vậy_mà chỉ trong <NUM> phút tiêu_tan hết,5
đọc xong tao muốn khóc luôn,5
thương vl,2
xốp dọn không sạch nổi quản_lý người_ta lại nói nv làm vệ_sinh bẩn không kĩ_lưỡng này_nọ rồi lại trừ tác_phong các bạn ý_thức chút,1
não bọn này nhiều nếp nhăn đấy,6
tăng sáng lên nhìn cho rõ mặt chứ,4
gặp chị này ngoài đời rồi giọng nhẹ mà hiền lắm nuôn,2
vailon học_sinh cơ đụ mẹ nó,1
nta vẩy tay mấy cái cũng ra tranh còn tao thì,5
cẩn_thận các góc cửa,4
bình_luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,1
tại như_vầy nên bố tao không cho đi cùng cụ bảo có năm còn lăn cả xuống ruộng trèo lên mái nhà của người_ta để đi,3
mặt ngáo vậy_mà còn lạ_lẫm gì,4
lừa_đảo số tiền lớn như_vậy thì khởi tối cả lũ chúng_nó chứ,0
nhưng tối qua nhà tao có mưa đâu,4
tới lúc chia_tay rồi khóc,5
chọn thằng nào có tương_lai hơn tức có bố_mẹ giàu hơn,4
dm ông cầm cam cho cẩn_thận vào tôi cũng muốn ngã mẹ nó rồi này,3
tuổi_trẻ tài cao,2
giờ thằng gù nhà_thờ chạy đi đâu_đây,5
nồi cơm_điện chứ gì,4
những người em thích đều đi nơi đâu rồi còn con ml bên cạnh song_hành,5
cái này giả thui nhé <NUM> tài_liệu mật của nasa mà cái kênh cùi này có được à,1
ghét nhất kiểu tôi quen ông này quen bà kia nhìu cha có cái nón bảo_hiểm không đòi được bị bắt_cái gọi điện_thoại nhờ người quen có bạn kiểu đó phiền quá,1
giết chết lũ khốn và cái ô che cho chúng,0
công ăn việc_làm còn chưa ổn_định bố_mẹ già còn chưa lo được thì kết_hôn để làm gì,5
nên cho người xử sai ngồi_tù như người_ta xem sao,0
tận_cùng của tan_vỡ,5
người_yêu có_thể có nhiều nhưng mạng sống chỉ có <NUM> chế nhể,4
nhà tao bên cạnh phòng tập gym lúc trước bán dụng_cụ thể_thao ế vãi ra nợ_nần chồng_chất từ ngày chuyển sang làm đại_lý dầu ăn gia_đình tao phất lên trông thấy,2
đúng rồi mình đây,2
sao đúng bài mày kết vậy,4
tình_yêu con_nít cọ đít vào nhau,1
thế_thì bắt con phụ_nữ chứ bắt gì thằng đâm con đấy mới là nguồn của vụ án,0
tao còn độc_thân này,5
ngộ không phiên_bản lỗi,1
mới bắt_đầu tuần thánh mà chúa ơi,5
buồn vương mi,5
đăng khoa lê lò dầu của mẹ nè anh,2
đm chưa thấy thằng nào ngu như thằng này bị ngáo cần,1
nát xe lại còn phải đền cho cánh cửa toa tàu nữa dốt thì chết,1
không biết crush có thích uống nước_mắm không để còn tặng nàng chai nam ngư 90ml,2
văn_minh quá đường trong sổ_đỏ người_ta mà,1
lại nhuộm vàng súng_ống rồi,4
xuống đi nó không cắn đâu,4
gia_đình có nhưng tình_yêu không thì sao,5
chúng_mày giờ mới biết_điều này ah,6
tao cũn gặp <NUM> ca như vậy_mà chúng_nó còn chơi chét bánh kem cơ bước vào nhìn cái phòng mà muốn quăng chổi vào mặt tụi nó,0
tí tuổi đã hói chắc kiếp trước ăn ở không ra gì đây,1
thì con đỉ mẹ mày ghi nhanh vào,0
miễn_sao có tiền ăn bánh trung_thu mua lồng đèn đi du_lịch,2
vẫn ế bền_vững,5
hẳn là hôm đi chợ bông chắc sẽ có nhìu đứa gét,1
thích thật,2
xong bỗng_nhiên một ngày mất_hút không để lại <NUM> hạt bụi,5
tê_tê phê phê sung_sướng vãi,2
bạn này sau_này sẽ khó bước qua cái bóng của vai diễn này,4
bác nói vậy thì tôi cũng xin thua có tranh_luận cũng không như_không,4
lại được làm thêm quả nhà nữa ngon,2
tuổi_thơ tao dùng n để nướng thằn_lằn,2
lead mới vô nghề còn non thì tuổi lol gì chống lại lead lâu năm,1
sợ nhất con quỷ này trên đời,3
con_cái nhà ai mà bố_mẹ chăm cho đẫy_đà ngon_ngọt thế,4
nè chị,4
đang bo cuối mà lạ có vị_trí đẹp thì đúng là tuyệt_vời,2
cái này là cái gì thế,4
loz chúng_nó là <NUM> đội chứ dám chêu người lạ dm bố mày sút không trượt phát lào,0
đã từng nhưng <NUM> năm về trước_cơ buồn_ghê,5
chỉ có trong truyền_thuyết mà khái_niệm truyền_thuyết trong ngữ_văn lớp <NUM> là không có thật,4
nói mẹ ngoài đời,0
ở đâu cũng có người tốt nè anh không,2
buồn cho <NUM> đất_nước,5
nghĩ mà buồn vãi,5
helo đồng_nghiệp không biết nghiệp gì thôi haha,2
tuyệt với ước_mơ hồi nhỏ của tôi đã được cậu bé này thực_hiện,2
sao mà mặt bos có_thể gian đến thế nhỉ,6
giận con_mẹ mày nữa chứ giận,0
âu kề anh đã béo từ khi lấy vợ và giống như tất_cả các chàng troai khác,4
chơi ngu lỡ người_ta té chấn_thương đập đầu rồi ai nuôi ở vn nó xúm lại đánh hội_đồng ôm đầu mà khóc,4
kinh_dị,1
cũng được nhưng cuối video nhai nhỏ tiếng hơn thì tốt `,1
kết nó ở cái câu ` đất_nước gia lai là một đất_nước giàu tài_nguyên có anh `,2
tao không gửi cho mọi người tao chỉ đăng lên facebok cho thiên_hạ biết thôi,2
thành_công là cách trả_thù xã_hội ngọt_ngào nhất đừng vì họ nói mà yếu lòng,4
bởi nói để trung_nguyên cho bà thảo thì chắc_chắn <NUM> với cái bộ_óc sáng_tạo cùng với sự lãnh_đạo tài_giỏi và lòng tham hơn người và trí_tuệ ngắn_hạn sẽ dẫn_dắt trung_nguyên xuống con_mẹ nó giếng luôn,1
mày khá là may_mắn khi không học tiếng huế đấy,2
đi làm_công tình_yêu cẩn_thận ăn_uống nhé,4
có những người đi qua_đời bao_nhiêu như <NUM> cơn gió vậy vô_tình nhìn lại nó lại là quá_khứ,5
ngày cuối_cùng còn ở lại bản_thân không có bất_cứ một cảm_xúc gì trong lòng chỉ độc một mảnh phẳng_lặng,5
tao cũng thích kiểu kể chuyện trước khi đi ngủ cho đến khi tao ngủ luôn mà đéo có ai hết buồn đời,5
lúc tối mày cũng nằm_mơ nèo nhà mày về ước gì nó là sự_thật,5
nó lại hợp_lí vãi vậy,2
nuôi kiểu gì mà lắm ve_thế kia,1
bởi đéo dám tán ai hay tỏ_tình,3
coi rồi vẫn muốn coi lại,4
sao chưa thấy ai tới cứu nhỉ lỡ xảy ra gì mất điện toàn tỉnh sao,4
bình phước vẫn là cây chủ_lực,4
má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó,3
nhớ gia_đình nhỏ nhiều lắm mà không được về thăm,5
có bài hát ` cuộc_đời vẫn đẹp sao tình_yêu vẫn đẹp sao `,2
ghét cái kiểu rõ_ràng là chuyện của riêng <NUM> người vậy_mà,1
nhưng kp cười với mày đâu ảo_tưởng vãi,5
một câu_chuyện bi_đát,5
sao ý_thức kém thế bao_nhiêu tâm_sức của bao người mà bỏ phí như_thế,1
còn gì hơn lòng_dạ đàn_bà cũng may tao là một con đàn_ông,2
ngu thì chịu,1
tao cũng ho trật mẹ khớp vai mà đéo phải <NUM> lần đầu nhé,5
chỉ cần sống thật với cảm_xúc với chính con_người bạn là hạnh_phúc nhất,2
tao giận bạn trai tao và <NUM> ngày rồi nó đéo dỗ tao luôn hix,5
mày lấy sỏi xếp thành tên đụ mẹ khôn như tao này,2
chuyện tình huyền_thoại của với,5
nghe rồi ngủ đi em,4
may là tao dán kính cường_lực,2
khiếu_nại cái gì khi cả bọn nó bao_che cho nhau làm lớn thì sợ ảnh_hưởng tới bộ giáo_dục cho lên chúng sẽ,0
buồn_cười vãi ý,2
thế_thì nhà nào bầy hàng_họ ra vỉa_hè thì mình được đuổi đúng không cụ,4
đm thế_giới này toàn nói thật thì công_nhận nhạt_nhẽo vãi,1
ngày bé tao bị nó dí thế_là tao cho nó <NUM> gậy hôm đó tao được ăn thịt ngỗng,2
mất đi một di_sản chứng_tích của lịch_sử,5
ác quá trời_ơi,1
thời xưa yêu nhau đến chết vẫn yêu thời nay yêu không biết chết lúc_nào cuộc_sống nay đáng sợ lắm,3
thất_vọng và áp_lực tích_tụ hằng ngày với tao,5
cầu mưa mà sao không mưa nhỉ,4
bẩn tính vãi nồi,1
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ phục_vụ xog lại phải dọn nữa,4
mày cũng cắt tóc giống thế đi cho đẹp,2
ý_tưởng hay,2
lúc cụ bà cầm bông như cô gái <NUM> lần đầu mới yêuc vậy bà ngạc_nhiên và hạnh_phúc nhìn sâu_lắng video ngắn nhưng cho người xem si nghỉ mải,2
ồ_ồ chân_chính chạnh_lòng rồi,2
nói thật chẳng hiểu thế_hệ bây_giờ nghĩ gì động tý vào là kêu này_nọ ở nhà ở trường có vấn_đề kêu um lên chứ sau_này ra ngoài xã_hội mà ngu thì nó vả không trượt phát nào chứ ở đó mà kêu tiên trách kỷ hậu trách nhân,1
nhiều lúc lắm câu hỏi ngớ_ngẩn thật,1
phạt 5tr thì phạt làm gì khác_nào tiếp_tay truyền_bá mê_tín dị_đoan,1
con nhà hư_hỏng bỏ cả nhà đi theo zai bị nó rũ bỏ vì chửa mới mò về giờ bắt ai gánh nuôi con con với cái hư quá_thể,1
ảnh này tao thấy mày đăng mấy lần rồi đó admin,6
làm ở đâu không quan_trọng quan_trọng là chị_em mình mỗi ngày gặp nhau <NUM> tiếng cùng làm cùng ăn cùng ngủ chị ngoc thu hen,2
ước gì có ai để tao tag vào,5
hồi nhỏ bị ngỗng dí riết ám_ảnh giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe,2
vậy đấy thế nên con_gái mới toàn bị lừa,4
tao hiểu mà,4
nhiều khi nghĩ mình không phải con_gái mà là <NUM> thằng đàn_ông chính_hiệu không,2
chú lên thay được rồi đấy,4
như mình mà trèo lên là bị phóng_điện luôn bạn nhỉ mình cũng không hiểu được sao bọn nó không bị,6
chỉ là muốn thôi chứ chờ_đợi không biết thời_điểm nào thì cái sự mong_muốn đó mới tới,4
biết giả vẫn phải tạo,1
chúng_tôi xin_lỗi và rút kinh_nghiệm,4
chỉ là muốn cạnh mà chỉ có <NUM> người nói đủ chuyện trên đời dưới biển rồi đi vào giấc_ngủ ngon vậy thoi,2
bộ phim anime đầu_tiên mình xem thấy bác hói được buf sức_mạnh kinh vkl,6
ấy thế_mà đã <NUM> năm rồi bây_giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi,5
chả_bù cho tao thời hoc mẫu_giáo thằng nào lộn_xộn không vào mắt là tao cho ăn đấm luôn,1
tao là thằng chưa bao_giờ giận người_yêu vì người_yêu tao không bao_giờ làm gì có lỗi hết,2
thôi có gì đâu mà cãi,4
phí cái lol mày á,0
như ốc_bươu_vàng thì là thảm_họa rồi,1
cha_mẹ là món quà vô_giá mà ơn trên ban cho chúng_ta không gì có_thể so_sánh thay_thế được và cũng chỉ có một mà thôi,2
loài_người thật đáng sợ,1
hic thương em,5
khá tàn_nhẫn,1
êu khiếp chứ thế này chết cả gái lẫn zai thôi,4
làm đéo gì có ai nói_chuyện thân_thiết với tao đâu mà,5
nhện này trong nhà tao chắc tao bỏ nhà đi mất,3
chuyện ăn ốc đổ võ cũng đưa vô văn_học `,1
nó cắn bạo hơn chứ ở đó xạo xạo,1
chắc_hẳn trước_kia em bị đối_xử tồi_tệ lắm nên mới vậy,5
tiếng guitar thật tuyệt,2
